Name_of_taxa,Family,Plant_group,"Plant_sub-group",Habit,"IUCN_Status",Lifespan
Erigeron_petroiketes_Rech.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_uniflorus_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_uniflorus_L._subsp._uniflorus_L._(=Erigeron_patentisquama_Jeffrey),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Eriocapitella_rivularis_(Buch.-_Ham._ex_DC.)_Christenh._&_Byng_(=Anemone_rivularis_Buch._-Ham._ex_DC.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eriocapitella_rupicola_(Cambess.)_Christenh._&_Byng_(=Anemone_rupicola_Cambess.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Eriophyton_tibeticum_(vatke)_Ryding_(=Stachys_tibetica_vatke,_Menitskia_tibetica_(vatke)_Krestovsk.)",Lamiaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Eritrichium_canum_(Benth.)_Kitam.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_canum_(Benth.)_Kitam._var._patens_(Decne.)_Y.J.Nasir_(=Eritrichium_patens_Decne.),Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_fruticulosum_Klotzsch.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_hemisphaericum_W.T.Wang,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_minimum_(Brand)_H.Hara,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_nanum_(L.)_Schrad._ex_Gaudin,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_spathulatum_(Benth.)_C.B.Clarke,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eritrichium_thomsonii_(C.B.Clarke)_I.M.Johnst.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Biennial
Eritrichium_thymifolium_(DC.)_Y.S.Lian_&_J.Q.Wang,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Eritrichium_villosum_(Ledeb.)_Bunge,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Erodium_malacoides_(L.)_Lâ€™HÃ©r.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Annual
Erodium_stephanianum_Willd.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Erodium_tibetanum_Edgew._&_Hook.f.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Annual
Eryngium_billardierei_F.Delaroche,Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Erysimum_altaicum_C.A.Mey.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Erysimum_melicentae_Dunn_(=Erysimum_cachemiricum_O.E.Schulz),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Erysimum_odoratum_Ehrh._(=Erysimum_hieraciifolium_L.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Erysimum_repandum_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Erysimum_sisymbrioides_C.A.Mey.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Euclidium_syriacum_(L.)_R.Br.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Eudema_nubigena_Bonpl._(=Draba_nubigena_(Bonpl.)_Desv.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_hispida_Boiss.,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_kanaorica_Boiss.,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_stracheyi_Boiss.,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_thomsoniana_Boiss.,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_tibetica_Boiss.,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphorbia_vallaris_L.C.Leach,Euphorbiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Euphrasia_alba_Penn.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_flabellata_Pennell,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_himalayica_Wettst.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_jaeschkei_Wettst.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_laxa_Penn.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_officinalis_L._subsp._pratensis_Fr._(=Euphrasia_vulgaris_Gueldenst._ex_Ledeb.),Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_pectinata_Ten.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_platyphylla_Pennell,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_remota_Penn.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Euphrasia_schlagintweitii_Wettst.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Eutrema_edwardsii_R.Br._(=Thlaspi_septigerum_(Bunge)_Jafri),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Eutrema_scapiflorum_(Hook._f._&_Thomson)_Al-_Shehbaz,_G.Q.Hao_&_J.Quan_Liu_(=Pegaeophyton_scapiflorum_(Hook._f._&_Thomson)_C.Marquand_&_Airy_Shaw)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Fagopyrum_esculentum_Moench,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Fagopyrum_kashmirianum_Munshi,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Fagopyrum_tataricum_(L.)_Gaertn.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Fallopia_convolvulus_(L.)_Ã.LÃ¶ve_(=Polygonum_convolvulus_L.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Farinopsis_salesoviana_(Stephan)_Chrtek_&_SojÃ¡k_(=Comarum_salesovianum_(Stephan)_Asch._&_Graebn.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ferula_jaeschkeana_vatke,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Festuca_alaica_Drobow,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_alatavica_(St.-Yves)_Roshev.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_altaica_Trin._ex_Ledeb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_coelestis_(St.-Yves)_Krecz._&_Bobrov,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_cumminsii_Stapf,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_hartmannii_(Markgr.-Dann.)_E.B.Alexeev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_kashmiriana_Stapf,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_lucida_Stapf,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_myuros_L._(=Vulpia_myuros_(L.)_C.C.Gmel.),Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Festuca_nitidula_Stapf,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_olgae_(Regel)_Krivot.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Festuca_pamirica_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_polycolea_Stapf,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_richardsonii_Hook._(=Festuca_rubra_L._subsp._arctica_(Hack.)_Govor.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_rubra_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_sibirica_Hack._ex_Boiss._(=Leucopoa_albida_(Turcz.)_v._Krecz._&_Bobr.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_tibetica_(Stapf)_E.B.Alexeev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_valesiaca_Schleich._ex_Gaud.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Festuca_wallichiana_E.B.Alexeev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Filago_arvensis_L._(=Logfia_arvensis_(L.)_Holub),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Filago_hurdwarica_(Wall._ex_DC.)_Wagenitz,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Filago_paradoxa_Wagenitz,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Filago_pyramidata_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Filipendula_vestita_(Wall._ex_G._Don)_Maxim.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Foeniculum_vulgare_Mill.,Apiaceae,Angiosperm,Dicot,Herb,LC,Annual
Fragaria_bucharica_Losinsk.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Fritillaria_cirrhosa_D.Don_(=Fritillaria_roylei_Hook.),Liliaceae,Angiosperm,Monocot,Herb,vU,Perennial
Gagea_dschungarica_Regel,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Gagea_jaeschkei_Pascher,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Gagea_kunawurensis_(Royle)_Greuter,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Gagea_leosii_Ali_&_Levichev,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Gagea_serotina_(L.)_Ker_Gawl_(=Lloydia_serotina_(L.)_Reichenb,)",Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Gagea_spumosa_Levichev,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Gagea_vvedenskyi_Grossh.,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Galinsoga_parviflora_Cav.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_aparine_L.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_boreale_L.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_serpylloides_Royle_ex_Hook.f.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_spurium_L._subsp._spurium_L._(=Galium_pauciflorum_Bunge),Rubiaceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_tricornutum_Dandy,Rubiaceae,Angiosperm,Dicot,Herb,LC,Annual
Galium_verrucosum_Huds._(=Galium_tricorne_With.),Rubiaceae,Angiosperm,Dicot,Herb,NE,Annual
Galium_verum_L.,Rubiaceae,Angiosperm,Dicot,Herb,LC,Annual
Gentiana_algida_Pall.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_alii_(Omer_&_Qaiser)_T.N.Ho,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_aperta_Maxim.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_aquatica_L._(=Gentiana_humilis_Steve.),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
"Gentiana_aquatica_L._var._pseudoaquatica_(Kusn.)_S.Agrawal_(=Gentiana_burkillii_H.Smith,_Gentiana_pseudoaquatica_Kusnez.)",Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_capitata_Buch.-Ham._ex_D.Don_subsp._harwanensis_(G.Singh)_Halda,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_carinata_(D.Don)_Griseb.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_clarkei_Kusn._(=Gentiana_pygmaea_C.B.Clarke),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_coronata_(D.Don_ex_Royle)_Griseb.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_crassuloides_Bureau_&_Franch.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_hugelii_Griseb._(=Gentiana_marginata_Wall._var._hugelii_(Griseb.)_S.Agrawal),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_kirilowii_Turcz._(=Gentiana_tianschanica_Rupr._ex_Kusn.),Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_leucomelaena_Maxim.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
"Gentiana_membranulifera_T.N.Ho._(=Gentiana_marginata_(D.Don)_Griseb.,_Gentianodes_eumarginata_Omer)",Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_membranulifera_T.N.Ho._var._intermedia_(C.B.Clarke)_T.N.Ho_(=Gentiana_carinata_(D.Don_ex_G.Don)_Griseb._var._intermedia_Clarke),Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_nubigena_Edgew._(=Gentiana_algida_Pall._var._nubigena_(Edgew.)_Kusn.),Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Gentiana_pringlei_M.Shabir,_P.Agnihotri,_J.K.Tiwari_&_T.Husain",Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_prostrata_Haenke,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_prostrata_Haenke_var._karelinii_(Griseb.)_Kusn._(=Gentiana_karelinii_Griseb.),Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentiana_riparia_Kar._&_Kir.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_squarrosa_Ledeb.,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentiana_stellata_Turrill,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_arenaria_(Maxim.)_T.N.Ho,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
"Gentianella_azurea_(Bunge)_Holub_(=Gentiana_azurea_Bunge,_Comastoma_azureum_(Bunge)_Zuev)",Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_devendrae_M.Shabir_&_J.K.Tiwari,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentianella_dissitifolia_(Griseb.)_Zarucchi_(=Gentiana_pedunculata_Royale_ex_G.Don),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_holosteoides_Schott_&_Kotschy_ex_N.M.Pritch._(=Gentiana_umbellata_(Bercht._&_J.Presl)_Ruiz_&_Pav._ex_G.Don_var._holosteoides_(C.B.Clarke)_R.R.Stewart),Gentianaceae,Angiosperm,Dicot,Herb,NE,Biennial
Gentianella_maddenii_(C.B.Clarke)_Airy_Shaw,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_moorcroftiana_(Wall._ex_Griseb.)_Airy_Shaw_(=Gentiana_moorcroftinana_Wall._ex_G.Don),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_pygmaea_(Regel_&_Schmalh.)_Harry_Sm._(=Gentiana_thomsonii_C.B.Clarke),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
"Gentianella_tumailica_M.Shabir,_Agnihotri,_J.K.Tiwari_&_T.Husain",Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianella_turkestanorum_(Gand.)_Holub_(=Gentiana_stoliczkae_Kurz_ex_C.B.Clarke),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianopsis_barbata_(Froel.)_Ma_subsp._barbata_(=Gentianopsis_vvedenskyi_(Grossh.)_Pissjauk.),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Gentianopsis_detonsa_(Rottb.)_Ma,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentianopsis_paludosa_(Hook._f.)_Ma_var._alpina_T.N.Ho,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Gentianopsis_paludosa_(Hook.f.)_Ma_var._paludosa_(Hook.f.)_Ma_(=Gentiana_stracheyi_(C.B.Clarke)_Kitam),Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Geranium_collinum_Stephan_ex_Willd._(=Geranium_collinum_Stephan_ex_Willd._var._eglandulosum_Ledeb.),Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_himalayense_Klotzsch_(=Geranium_regelii_Nevski),Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_lamberti_Sweet,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_nepalense_Sweet,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_ocellatum_Jacquem._ex_Cambess,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_pratense_L.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_rectum_Trautv.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_saxatile_Kar._&_Kir._(=Geranium_meeboldii_Briq.),Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_sibiricum_L.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Geranium_tuberaria_Cambess.,Geraniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Glebionis_coronaria_(L.)_Cass._ex_Spach_(=Chrysanthemum_coronarium_L.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Gnaphalium_stewartii_(Holub)_C.B.Clarke_ex_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Goldbachia_tetragona_Ledeb.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Grubovia_dasyphylla_(Fisch._&_C.A.Mey.)_Freitag._&_G.Kadereit_(=Bassia_divaricata_(Kar._&_Kir.)_Kuntze),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Gymnocarpium_fedtschenkoanum_Pojark.,Cystopteridaceae,Angiosperm,Fern,Herb,NE,Perennial
"Gypsophila_vaccaria_(L.)_Sm._(=Saponaria_vaccaria_Linn._Wall.,_Vaccaria_pyramidata_Medik.)",Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hackelia_deflexa_Opiz,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Halenia_elliptica_D.Don,Gentianaceae,Angiosperm,Dicot,Herb,NE,Annual
Halerpestes_lancifolia_(Bertol.)_Hand.-Mazz._(=Ranunculus_palifolius_Dunn.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Halerpestes_sarmentosa_(Adams)_Komarov_(=Ranunculus_sarmentosus_Adams),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Halerpestes_tricuspis_(Maxim.)_Hand.-_Mazz._(=Ranunculus_tricuspis_Maxim.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Halocharis_sulphurea_(Moq.)_Moq.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Halocharis_violacea_Bunge,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Halogeton_arachnoideus_Moq.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Halogeton_glomeratus_(M.Bieb.)_Ledeb._(=Halogeton_tibeticus_Bunge),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Haloxylon_thomsonii_Bunge_ex_Boiss._(=Arthrophytum_thomsonii_(Bunge_ex_Boiss.)_Iljin),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Hedinia_tibetica_Ostenf_(=Capsella_thomsonii_Hook.f.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Hedysarum_microcalyx_Baker,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hedysarum_tibeticum_(Benth.)_B.H.Choi_&_H.Ohashi_(=Stracheya_tibetica_Benth.),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Helianthus_annuus_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Helianthus_tuberosus_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Helictochloa_pratensis_(L.)_Romero_Zarco_(=Helictotrichon_pratense_(L.)_Pilg.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Heliosperma_pusillum_(Waldst._&_Kit.)_Rchb._(=Silene_pusilla_Waldst._&_Kit.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hemionitis_grisea_(Blanf.)_Christenh.,Pteridaceae,Pteridophyte,Fern,Herb,NE,Perennial
Hemionitis_leptolepis_(Fraser-Jenk.)_Christenh.,Pteridaceae,Pteridophyte,Fern,Herb,NE,Perennial
Heracleum_candicans_Wall._ex_DC.,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Heracleum_pinnatum_C.B.Clarke,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Herminium_monorchis_(L.)_R._Br.,Orchidaceae,Angiosperm,Monocot,Herb,NE,Perennial
Hieracium_brotheri_Norrl.,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hieracium_crocatum_Fr.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hieracium_lachenalii_Suter_subsp._lachenalii_Suter_(=Hieracium_vulgatum_Fr.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hieracium_robustum_Fr.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hieracium_umbellatum_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hieracium_virosum_Pall.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Hippolytia_longifolia_(Rech.f.)_C.Shih_(=Tanacetum_dolichophyllum_(Kitam.)_Kitam.,_Tanacetum_longifolium_Wall._ex_DC.)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hippolytia_nana_(C.B.Clarke)_C.Shih_(=Tanacetum_nanum_C.B.Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hippolytia_senecionis_(Jacquem._ex_Besser)_Tzvelev_(=Tanacetum_senecionis_J.Gay_ex_DC.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hippophae_rhamnoides_L.,Elaeagnaceae,Angiosperm,Dicot,Shrub,LC,Perennial
Hippophae_rhamnoides_L._subsp._turkestanica_Rousi,Elaeagnaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Hippophae_tibetana_Schltdl.,Elaeagnaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Hippuris_vulgaris_L.,Plantaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Holosteum_umbellatum_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hordeum_bogdanii_Wilensky,Poaceae,Angiosperm,Monocot,Herb,LC,Annual
Hordeum_brevisubulatum_Link,Poaceae,Angiosperm,Monocot,Herb,LC,Annual
Hordeum_murinum_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Annual
Hordeum_vulgare_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
"Hornungia_procumbens_Hayek_(=Hymenolobus_procumbens_(L.)_Nutt.,_Capsella_elliptica_C.A.Mey)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Humulus_lupulus_L.,Cannabaceae,Angiosperm,Dicot,Climber,LC,Annual
Hyalopoa_nutans_(Stapf)_E.B.Alexeev_ex_T.A.Cope_(=Colpodium_nutans_(Stapf)_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Hylotelephium_ewersii_(Ledeb.)_Ohba_(=Sedum_ewersii_(Ledeb.)_Ohba_var._homophyllum_Praeger,_Sedum_ewersii_Ledeb.)",Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hymenidium_brunonis_Lindl._(=Pleurospermum_brunonis_(DC)_Cl.),Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Hymenidium_corydalifolium_(Aitch._&_Hemsl.)_Pimenov_&_Kljuykov_(=Pleurospermum_corydalifolium_Aitch._&_Hems.),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hymenidium_hookeri_(C.B.Clarke)_Pimenov_&_Kljuykov_(=Pleurospermum_hookeri_C.B.Clarke),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hymenidium_lindleyanum_(Klotzsch)_Pimenov_&_Kljuykov_(=Pleurospermum_lindleyanum_(Klotzsch)_B.Fedtsch.),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Hymenidium_stellatum_(D.Don)_Pimenov_&_Kljuykov_(=Pleurospermum_stellatum_(D.Don)_Benth._ex_C.B.Clarke,_Pleurospermum_govanianum_(DC.)_Clarke)",Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hymenolaena_candollei_DC._(=Pleurospermum_candollei_(DC.)_Clarke),Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Hyoscyamus_niger_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Biennial
Hyoscyamus_pusillus_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Perennial
Hypecoum_leptocarpum_Hook.f._&_Thomson,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Hypericum_perforatum_L.,Hypericaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ianhedgea_minutiflora_(Hook._f._&_Thomson)_Al-_Shehbaz_&_Oâ€™Kane_(=Arabidopsis_minutiflora_(Hook._f._&_Thomson)_N.Busch),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Iberis_amara_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
"Iljinskaea_planisiliqua_(Fisch._&_C.A.Mey.)_Al-_Shehbaz,_Ã–zÃ¼doÄŸru_&_D.A.German_(=Conringia_planisiliqua_Fisch._&_C.A.Mey.)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_balsamina_L.,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_bicornuta_Wall.,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_brachycentra_Kar._&_Kir.,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_glandulifera_Royle,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_scabrida_DC.,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_sulcata_Wall._(=Impatiens_gigantea_Edgew.),Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Impatiens_thomsonii_Hook.f.,Balsaminaceae,Angiosperm,Dicot,Herb,NE,Annual
Indigofera_heterantha_Wall._ex_Brandis,Fabaceae,Angiosperm,Dicot,Shrub,LC,Perennial
Inula_clarkei_(Hook._f.)_R.R.Stewart,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Inula_helenium_L._subsp._helenium_L._(=Inula_grandiflora_Gray),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Inula_koelzii_R.Dawar_&_Qaiser,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Inula_obtusifolia_A.Kern.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Inula_rhizocephala_Schrenk_(=Inula_rhizocephala_Schrenk_var._rhizocephaloides_(Clarke)_Kit.,_Inula_rhizocephaloides_Cl.Comp.)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Inula_royleana_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Ipomoea_purpurea_(L.)_Roth,Convolvulaceae,Angiosperm,Dicot,Climber,NE,Annual
Iris_decora_Wall.,Iridaceae,Angiosperm,Monocot,Herb,NE,Perennial
